"idx","tic","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange","MarketCap1","X1","X2","X3","X4","X5","X6","score","tic.y"
1055,"nlsn","Nielsen N.V.",52.49,"$18.76B",2011,"Miscellaneous","Business Services","NYSE",18760,0,0,0,0.9,1.12,1.02,1.22707055060794,"nlsn"
1471,"thg","The Hanover Insurance Group, Inc.",77.35,"$3.31B",2000,"Finance","Property-Casualty Insurers","NYSE",3310,0,0,0,1.44,0.98,0.91,1.2257618360542,"thg"
198,"bldr","Builders FirstSource, Inc.",13.01,"$1.44B",2005,"Consumer Services","RETAIL: Building Materials","NASDAQ",1440,0,0.01,0,1.13,0.88,0.92,1.22004221606082,"bldr"
684,"halo","Halozyme Therapeutics, Inc.",9.82,"$1.27B",2000,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ",1270,0.03,-0.02,-0.01,1.3,1.24,1.01,1.21229670110493,"halo"
1416,"stt","State Street Corporation",69.07,"$26.94B",2000,"Finance","Major Banks","NYSE",26940,0,0,0,1.3,0.95,0.98,1.20777792471901,"stt"
96,"amx","America Movil, S.A.B. de C.V.",11.84,"$39.07B",2000,"Public Utilities","Telecommunications Equipment","NYSE",39070,-0.02,0,0,1.42,1.08,1.16,1.20573830985894,"amx"
464,"dre","Duke Realty Corporation",27.79,"$9.75B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",9750,0,0,0,1.2,0.96,1.01,1.2020814362943,"dre"
984,"mo","Altria Group",65.83,"$128.62B",2000,"Consumer Non-Durables","Farming/Seeds/Milling","NYSE",128620,0,0,0,1.19,0.98,1,1.20166476660511,"mo"
223,"bsx","Boston Scientific Corporation",23.97,"$32.62B",2000,"Health Care","Medical/Dental Instruments","NYSE",32620,0.01,0,0,1.13,0.9,0.92,1.20135698101593,"bsx"
406,"cx","Cemex S.A.B. de C.V.",8.35,"$11.7B",2000,"Capital Goods","Building Materials","NYSE",11700,0.03,-0.02,-0.01,1.85,1,0.96,1.1890377734273,"cx"
1219,"puk","Prudential Public Limited Company",35.49,"$45.65B",2000,"Finance","Life Insurance","NYSE",45650,-0.01,0,0,1.62,0.92,1.03,1.17877473119935,"puk"
1012,"mtdr","Matador Resources Company",23.9,"$2.23B",2012,"Energy","Oil & Gas Production","NYSE",2230,0.01,0,0,0.89,1.01,0.93,1.17389600071194,"mtdr"
866,"laz","Lazard Ltd.",36.6,"$4.55B",2005,"Finance","Investment Managers","NYSE",4550,-0.01,0,0.01,0.85,1.02,0.97,1.16704334786485,"laz"
1205,"prah","PRA Health Sciences, Inc.",51.31,"$3.13B",2014,"Health Care","Biotechnology: Commercial Physical & Biological Resarch","NASDAQ",3130,0.02,0,-0.01,0.79,1.07,1.05,1.16700827626039,"prah"
1095,"nyld","NRG Yield, Inc.",17.52,"$3.2B",2015,"Public Utilities","Electric Utilities: Central","NYSE",3200,0,0.01,-0.01,1,1.08,1.1,1.15323234571015,"nyld"
458,"dow","Dow Chemical Company (The)",53.63,"$60.43B",2000,"Basic Industries","Major Chemicals","NYSE",60430,-0.01,0.01,0,1.09,1.02,0.98,1.14264688973628,"dow"
177,"ben","Franklin Resources, Inc.",36.16,"$20.83B",2000,"Finance","Investment Managers","NYSE",20830,0,-0.01,0.01,1.06,0.95,0.95,1.1404560625839,"ben"
1456,"tecd","Tech Data Corporation",72.63,"$2.56B",1986,"Technology","Retail: Computer Software & Peripheral Equipment","NASDAQ",2560,-0.01,-0.04,0,1.7,1.69,1.26,1.14044679910008,"tecd"
443,"dks","Dick&#39;s Sporting Goods Inc",58.63,"$6.69B",2002,"Consumer Services","Other Specialty Stores","NYSE",6690,0,0,0.01,0.52,0.57,1.24,1.13609038434424,"dks"
1417,"stwd","STARWOOD PROPERTY TRUST, INC.",22.32,"$5.31B",2009,"Consumer Services","Real Estate Investment Trusts","NYSE",5310,0,0,0,1.56,0.87,0.92,1.13526297151676,"stwd"
435,"dhi","D.R. Horton, Inc.",31.94,"$11.89B",2000,"Capital Goods","Homebuilding","NYSE",11890,-0.02,0.01,0,1.1,1.15,1.04,1.12115963010483,"dhi"
558,"faf","First American Corporation (The)",42.85,"$4.7B",2000,"Finance","Specialty Insurers","NYSE",4700,0,0.01,0,0.83,0.81,1.06,1.11767019710556,"faf"
1613,"wbc","Wabco Holdings Inc.",106.78,"$5.96B",2000,"Capital Goods","Auto Manufacturing","NYSE",5960,0,0,0.01,0.74,0.85,0.96,1.1172632621651,"wbc"
1311,"sbny","Signature Bank",119.52,"$6.42B",2004,"Finance","Major Banks","NASDAQ",6420,0.01,0.01,0,1.07,0.81,0.81,1.11361478551016,"sbny"
1141,"patk","Patrick Industries, Inc.",63.25,"$969.33M",2000,"Basic Industries","Forest Products","NASDAQ",969.33,-0.02,0,0.02,0.47,0.65,1.66,1.10866951386669,"patk"
117,"armk","Aramark",37.62,"$9.18B",2013,"Consumer Services","Restaurants","NYSE",9180,0,0,0,1.55,0.91,0.89,1.10604365243195,"armk"
902,"lope","Grand Canyon Education, Inc.",41.95,"$1.98B",2008,"Consumer Services","Other Consumer Services","NASDAQ",1980,-0.01,0,0,1.27,1,1.09,1.09403106057277,"lope"
683,"hal","Halliburton Company",44.56,"$38.37B",2000,"Energy","Oilfield Services/Equipment","NYSE",38370,0,-0.02,0.01,0.77,1.03,1.17,1.08962986921597,"hal"
345,"col","Rockwell Collins, Inc.",84.5,"$10.98B",2000,"Capital Goods","Military/Government/Technical","NYSE",10980,0,0,0,1.68,0.92,0.83,1.08949787260549,"col"
865,"lanc","Lancaster Colony Corporation",133.94,"$3.67B",2000,"Consumer Non-Durables","Packaged Foods","NASDAQ",3670,-0.01,0.01,0.01,0.54,0.72,1.1,1.08247694077284,"lanc"
838,"kex","Kirby Corporation",51.95,"$2.8B",2000,"Consumer Services","Marine Transportation","NYSE",2800,-0.02,-0.01,0.01,1.31,1.12,1.04,1.07866669380395,"kex"
824,"jnj","Johnson & Johnson",119.04,"$325.68B",2000,"Health Care","Major Pharmaceuticals","NYSE",325680,0,-0.01,0,1.02,0.97,1.22,1.07739621943597,"jnj"
1315,"sc","Santander Consumer USA Holdings Inc.",11.95,"$4.28B",2014,"Finance","Finance: Consumer Services","NYSE",4280,0.01,0.01,0,0.87,0.88,0.83,1.07607434530357,"sc"
1472,"tho","Thor Industries, Inc.",80.24,"$4.21B",2000,"Consumer Non-Durables","Homebuilding","NYSE",4210,0,0,0,1.18,0.96,0.99,1.07541675517978,"tho"
675,"gwr","Genesee & Wyoming, Inc.",68.85,"$4B",2000,"Transportation","Railroads","NYSE",4000,0,0,0.01,0.5,0.97,0.96,1.07540095716331,"gwr"
419,"dci","Donaldson Company, Inc.",37.57,"$5B",2000,"Capital Goods","Pollution Control Equipment","NYSE",5000,0,0,0,1.08,1.03,0.98,1.07503063883193,"dci"
1031,"nati","National Instruments Corporation",28.1,"$3.61B",1995,"Technology","Computer Software: Prepackaged Software","NASDAQ",3610,-0.01,0,0,0.73,1.19,1.16,1.06919231176933,"nati"
1489,"tot","TotalFinaElf, S.A.",48.49,"$115.86B",2000,"Energy","Oil & Gas Production","NYSE",115860,0.01,-0.01,0,1.05,0.88,1.11,1.06531174184607,"tot"
1003,"msg","MSG Networks Inc.",179.68,"$4.32B",2015,"Consumer Services","Services-Misc. Amusement & Recreation","NASDAQ",4320,0,-0.01,0,0.54,1.1,1.31,1.06036786084456,"msg"
34,"aeis","Advanced Energy Industries, Inc.",43.61,"$1.73B",1995,"Capital Goods","Industrial Machinery/Components","NASDAQ",1730,-0.01,0,0.01,0.7,1.04,0.99,1.05957963261521,"aeis"
867,"lb","L Brands, Inc.",76.26,"$21.92B",2000,"Consumer Services","Clothing/Shoe/Accessory Stores","NYSE",21920,-0.01,0,0.01,0.48,0.87,1.19,1.05756966351403,"lb"
613,"ftnt","Fortinet, Inc.",35.7,"$6.16B",2009,"Technology","Computer peripheral equipment","NASDAQ",6160,0,0,0.01,0.67,0.68,1.09,1.05633687852243,"ftnt"
570,"fdx","FedEx Corporation",164.95,"$43.8B",2000,"Transportation","Air Freight/Delivery Services","NYSE",43800,0,-0.01,0,1.13,1.06,1.11,1.04827096157174,"fdx"
167,"bcc","Boise Cascade, L.L.C.",25.11,"$973.03M",2013,"Consumer Services","RETAIL: Building Materials","NYSE",973.03,0.01,0.01,-0.02,1.1,1.2,1.08,1.04252700052556,"bcc"
69,"alk","Alaska Air Group, Inc.",67.27,"$8.28B",2000,"Transportation","Air Freight/Delivery Services","NYSE",8280,-0.02,0.01,0.01,0.89,0.83,1.04,1.04185222315572,"alk"
288,"cfr","Cullen/Frost Bankers, Inc.",72.43,"$4.5B",2000,"Finance","Major Banks","NYSE",4500,0,0.01,0,0.83,0.93,0.96,1.03657262099559,"cfr"
309,"cit","CIT Group Inc (DEL)",35.86,"$7.24B",2000,"Finance","Finance: Consumer Services","NYSE",7240,0,0,0,1.16,0.94,1,1.02341388359269,"cit"
1217,"pten","Patterson-UTI Energy, Inc.",20.56,"$3.04B",1993,"Energy","Oil & Gas Production","NASDAQ",3040,-0.01,-0.01,0.01,1.09,0.98,1.05,1.0227734499903,"pten"
1253,"rdy","Dr. Reddy&#39;s Laboratories Ltd",45.51,"$7.53B",2000,"Health Care","Major Pharmaceuticals","NYSE",7530,0,0.01,0,1,0.86,0.94,1.0216935199259,"rdy"
1329,"semg","Semgroup Corporation",31.7,"$1.67B",2000,"Energy","Oilfield Services/Equipment","NYSE",1670,0.01,-0.01,0.01,1.04,0.81,0.87,1.02129398609221,"semg"
219,"bro","Brown & Brown, Inc.",36.88,"$5.16B",2000,"Finance","Specialty Insurers","NYSE",5160,0,0,0,1.06,0.95,1.03,1.01771739516799,"bro"
347,"comm","CommScope Holding Company, Inc.",29.44,"$5.67B",2013,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ",5670,-0.01,0.02,0,0.63,1.14,0.87,1.01659202132822,"comm"
1336,"sfun","SouFun Holdings Limited",4.63,"$2.2B",2010,"Technology","EDP Services","NYSE",2200,0.04,-0.01,-0.02,1.18,1.12,1.2,1.00683660482573,"sfun"
1229,"qcom","QUALCOMM Incorporated",62.97,"$92.8B",1991,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ",92800,0.01,0,0,1.02,0.87,0.94,1.00649681029782,"qcom"
1458,"tef","Telefonica SA",9.87,"$49.11B",1988,"Public Utilities","Telecommunications Equipment","NYSE",49110,0,0,-0.01,2,0.98,0.93,1.00169814426776,"tef"
1370,"sne","Sony Corp Ord",33.18,"$41.89B",2000,"Consumer Non-Durables","Consumer Electronics/Appliances","NYSE",41890,-0.01,0.01,0,1.1,0.94,1,1.0001757069531,"sne"
1464,"teva","Teva Pharmaceutical Industries Limited",51.55,"$47.12B",2000,"Health Care","Major Pharmaceuticals","NYSE",47120,0.01,-0.01,0,0.78,1.14,1.02,0.998707150457943,"teva"
252,"cat","Caterpillar, Inc.",82.66,"$48.29B",2000,"Capital Goods","Construction/Ag Equipment/Trucks","NYSE",48290,0,0,0,1.1,0.92,1.03,0.993236610567587,"cat"
423,"ddr","DDR Corp.",18.51,"$6.77B",1993,"Consumer Services","Real Estate Investment Trusts","NYSE",6770,0,0,0,1.96,0.85,0.75,0.991668795424444,"ddr"
828,"jpm","J P Morgan Chase & Co",66.22,"$239.19B",2000,"Finance","Major Banks","NYSE",239190,0,0,0,1.28,0.95,0.94,0.9893949233408,"jpm"
900,"logi","Logitech International S.A.",21.71,"$3.51B",1997,"Technology","Computer peripheral equipment","NASDAQ",3510,0.01,-0.01,0,1.09,1.11,0.92,0.987410636025639,"logi"
1072,"ntct","NetScout Systems, Inc.",29.77,"$2.74B",1999,"Technology","EDP Services","NASDAQ",2740,0.01,0.01,0,0.89,0.84,0.83,0.985189364418283,"ntct"
1564,"usg","USG Corporation",28.06,"$4.1B",2000,"Capital Goods","Building Materials","NYSE",4100,0,0.01,0,1.14,0.87,0.87,0.976761760393016,"usg"
1687,"yum","Yum! Brands, Inc.",89.53,"$34.91B",2000,"Consumer Services","Restaurants","NYSE",34910,0,0,0,1.14,0.98,0.97,0.976721384082465,"yum"
217,"brfs","BRF S.A.",16.47,"$13.16B",2000,"Consumer Non-Durables","Meat/Poultry/Fish","NYSE",13160,-0.02,0,0,1.42,1.08,1.11,0.976442509199745,"brfs"
155,"bah","Booz Allen Hamilton Holding Corporation",30.65,"$4.55B",2010,"Consumer Services","Professional Services","NYSE",4550,0,0.01,0,0.95,0.99,0.86,0.976406197386514,"bah"
1074,"ntgr","NETGEAR, Inc.",57.065,"$1.87B",2003,"Public Utilities","Telecommunications Equipment","NASDAQ",1870,0,0.01,0,1,0.87,0.92,0.961433035096254,"ntgr"
1206,"prgo","Perrigo Company",88.61,"$12.7B",2000,"Health Care","Major Pharmaceuticals","NYSE",12700,0,-0.01,0.01,1.14,1.02,0.83,0.95013643244348,"prgo"
1277,"rnr","RenaissanceRe Holdings Ltd.",116.98,"$4.82B",2000,"Finance","Property-Casualty Insurers","NYSE",4820,0,0,0,1,1.02,0.99,0.949646520126327,"rnr"
1437,"symc","Symantec Corporation",23.72,"$14.6B",1989,"Technology","Computer Software: Prepackaged Software","NASDAQ",14600,0,0,0.01,0.66,0.87,0.94,0.948675169366085,"symc"
699,"hele","Helen of Troy Limited",92.76,"$2.58B",2000,"Consumer Durables","Home Furnishings","NASDAQ",2580,0.02,0,-0.01,1.37,0.78,0.98,0.947161392425175,"hele"
1621,"wec","WEC Energy Group, Inc.",59.68,"$18.84B",2000,"Public Utilities","Power Generation","NYSE",18840,-0.03,0,0.01,1.47,0.83,1.13,0.940293700123253,"wec"
676,"gwre","Guidewire Software, Inc.",62.58,"$4.54B",2012,"Technology","Computer Software: Prepackaged Software","NYSE",4540,0,0,0,0.69,0.97,1.14,0.938576151745544,"gwre"
26,"adbe","Adobe Systems Incorporated",102.06,"$50.86B",1986,"Technology","Computer Software: Prepackaged Software","NASDAQ",50860,0,0.01,0,1.12,0.78,0.93,0.933849841426884,"adbe"
148,"ayi","Acuity Brands Inc",273.06,"$11.98B",2000,"Consumer Durables","Building Products","NYSE",11980,0,0,0,0.87,1.07,1,0.925643511897809,"ayi"
446,"dlr","Digital Realty Trust, Inc.",99.46,"$14.61B",2004,"Consumer Services","Real Estate Investment Trusts","NYSE",14610,0.01,-0.01,0,1.32,0.99,0.9,0.920081440338326,"dlr"
1361,"slf","Sun Life Financial Inc.",32.14,"$19.7B",2000,"Finance","Life Insurance","NYSE",19700,0,0,0,1.23,0.97,0.93,0.919085531949904,"slf"
649,"gntx","Gentex Corporation",17.88,"$5.13B",2000,"Capital Goods","Auto Parts:O.E.M.","NASDAQ",5130,0,0,0,0.76,1.07,1.04,0.916875167745485,"gntx"
788,"intu","Intuit Inc.",110.32,"$28.23B",1993,"Technology","Computer Software: Prepackaged Software","NASDAQ",28230,0,-0.01,0,0.74,1.32,1.05,0.909565685474023,"intu"
1496,"tri","Thomson Reuters Corp",41.46,"$31.04B",2000,"Consumer Services","Publishing","NYSE",31040,0,0,0,1.25,0.94,0.94,0.905517546630488,"tri"
163,"bbt","BB&T Corporation",37.99,"$30.94B",2000,"Finance","Major Banks","NYSE",30940,0,0,0,1.6,0.89,0.84,0.901198083031816,"bbt"
640,"glng","Golar LNG Limited",20.18,"$1.89B",2000,"Consumer Services","Marine Transportation","NASDAQ",1890,-0.01,0,0.01,0.73,1.06,0.93,0.899759883968526,"glng"
573,"fet","Forum Energy Technologies, Inc.",18.13,"$1.66B",2012,"Energy","Metal Fabrications","NYSE",1660,0.01,-0.01,0.01,0.73,0.87,0.92,0.897668206167425,"fet"
114,"ari","Apollo Commercial Real Estate Finance",16.2,"$1.09B",2009,"Consumer Services","Real Estate Investment Trusts","NYSE",1090,-0.01,0,0,1.3,1.08,0.98,0.893662523871098,"ari"
1483,"tm","Toyota Motor Corp Ltd Ord",118.62,"$180.16B",2000,"Capital Goods","Auto Manufacturing","NYSE",180160,-0.01,0,0.01,1.02,0.82,0.98,0.880789866548218,"tm"
1352,"sivb","SVB Financial Group",108.51,"$5.65B",2000,"Finance","Major Banks","NASDAQ",5650,0.01,0.01,0,1.08,0.73,0.81,0.879425282463304,"sivb"
1546,"ul","Unilever PLC",46.66,"$141.14B",2000,"Basic Industries","Package Goods/Cosmetics","NYSE",141140,0,0,0,1.24,0.98,0.91,0.876298227545687,"ul"
493,"efx","Equifax, Inc.",131.47,"$15.69B",2000,"Finance","Finance: Consumer Services","NYSE",15690,0.01,0,0,0.88,0.95,0.91,0.875957487418629,"efx"
916,"lvlt","Level 3 Communications, Inc.",49.28,"$17.72B",2011,"Public Utilities","Telecommunications Equipment","NYSE",17720,0,0.01,0,0.67,1.01,0.93,0.871086937265542,"lvlt"
995,"mrd","Memorial Resource Development Corp.",14.79,"$3.05B",2014,"Energy","Oil & Gas Production","NASDAQ",3050,-0.01,0,0.01,1.24,0.84,0.88,0.869523905457259,"mrd"
925,"lzb","La-Z-Boy Incorporated",27.1,"$1.33B",2000,"Consumer Durables","Home Furnishings","NYSE",1330,-0.02,-0.02,0,0.73,2.43,1.74,0.868022130944221,"lzb"
122,"asml","ASML Holding N.V.",106.31,"$45.06B",1995,"Technology","Industrial Machinery/Components","NASDAQ",45060,0,0,-0.01,1.3,0.84,1.26,0.851518102762165,"asml"
298,"chmt","Chemtura Corp.",29.7,"$1.88B",2000,"Basic Industries","Major Chemicals","NYSE",1880,0,-0.02,0,0.8,1.29,1.21,0.849109656430568,"chmt"
1366,"sm","SM Energy Company",37.7,"$2.58B",2000,"Energy","Oil & Gas Production","NYSE",2580,0.01,0.01,0.01,0.6,0.69,0.73,0.842288115125974,"sm"
1680,"y","Alleghany Corporation",530.35,"$8.19B",2000,"Finance","Property-Casualty Insurers","NYSE",8190,0,0,0,1,0.84,1.09,0.841997083632085,"y"
1691,"zbh","Zimmer Biomet Holdings, Inc.",129.51,"$25.9B",2000,"Health Care","Industrial Specialties","NYSE",25900,0.01,0,0,1.02,0.89,0.89,0.840116680506698,"zbh"
462,"dps","Dr Pepper Snapple Group, Inc",93.28,"$17.29B",2000,"Consumer Non-Durables","Beverages (Production/Distribution)","NYSE",17290,0,-0.01,0,0.74,1.18,1.13,0.836029270452243,"dps"
1627,"wfc","Wells Fargo & Company",48.51,"$244.76B",2000,"Finance","Major Banks","NYSE",244760,0,0,0,1.09,0.99,0.95,0.829094997125695,"wfc"
1290,"rsg","Republic Services, Inc.",50.56,"$17.33B",1998,"Public Utilities","Environmental Services","NYSE",17330,-0.01,0,0,1.27,0.93,1.08,0.827967052402685,"rsg"
42,"afl","Aflac Incorporated",72.75,"$29.8B",2000,"Finance","Accident &Health Insurance","NYSE",29800,0,0,0,1.23,0.94,0.93,0.824712025647799,"afl"
156,"bam","Brookfield Asset Management Inc",33.81,"$33.38B",2000,"Consumer Services","Building operators","NYSE",33380,0,0,0,1.08,0.92,1,0.820712769321219,"bam"
475,"dvn","Devon Energy Corporation",44.43,"$23.26B",2000,"Energy","Oil & Gas Production","NYSE",23260,0,0,0.01,0.79,0.8,0.91,0.818044186462854,"dvn"
1379,"son","Sonoco Products Company",51.47,"$5.16B",2000,"Consumer Durables","Containers/Packaging","NYSE",5160,-0.01,0,0.01,0.89,0.93,0.94,0.816238070264716,"son"
670,"gs","Goldman Sachs Group, Inc. (The)",165.97,"$67.29B",1999,"Finance","Investment Bankers/Brokers/Service","NYSE",67290,0,0,0,1.18,0.92,0.96,0.812007933048118,"gs"
1223,"pwr","Quanta Services, Inc.",26,"$3.75B",2000,"Capital Goods","Engineering & Construction","NYSE",3750,-0.01,0,0.01,0.79,0.94,0.97,0.810541581840013,"pwr"
1267,"rice","Rice Energy Inc.",26.9,"$4.21B",2014,"Energy","Oil & Gas Production","NYSE",4210,0.01,0,0.01,0.79,0.64,0.86,0.808490280349464,"rice"
230,"bwa","BorgWarner Inc.",33.65,"$7.21B",2000,"Capital Goods","Auto Parts:O.E.M.","NYSE",7210,0,0,0,1.02,0.92,1.02,0.807592007032344,"bwa"
1025,"mxim","Maxim Integrated Products, Inc.",41.08,"$11.65B",1988,"Technology","Semiconductors","NASDAQ",11650,0,0,0,1.41,0.89,0.89,0.798503455607926,"mxim"
1493,"tree","LendingTree, Inc.",100.68,"$1.19B",2000,"Finance","Finance: Consumer Services","NASDAQ",1190,-0.02,0,-0.01,1.29,1.39,1.19,0.797077227305064,"tree"
242,"cabo","Cable One, Inc.",533.67,"$3.05B",2015,"Consumer Services","Television Services","NYSE",3050,0,-0.01,0.01,0.81,0.79,1.08,0.796470266717606,"cabo"
279,"ce","Celanese Corporation",65.21,"$9.44B",2005,"Basic Industries","Major Chemicals","NYSE",9440,-0.01,0,0,1.35,1.05,0.96,0.794936599432442,"ce"
526,"eqy","Equity One, Inc.",30.88,"$4.44B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",4440,-0.01,0,0,0.89,1.13,1.08,0.793142904917216,"eqy"
726,"hpt","Hospitality Properties Trust",30.27,"$4.59B",2000,"Consumer Services","Real Estate Investment Trusts","NASDAQ",4590,0,0,-0.01,0.85,0.9,1.74,0.790176756016362,"hpt"
971,"mkc","McCormick & Company, Incorporated",101.3,"$12.83B",2000,"Consumer Non-Durables","Packaged Foods","NYSE",12830,0,0,0,0.8,1.05,1.01,0.786274738183599,"mkc"
104,"aos","Smith (A.O.) Corporation",95.32,"$8.32B",2000,"Consumer Durables","Consumer Electronics/Appliances","NYSE",8320,0,0,0,1.29,0.98,0.87,0.780227489145458,"aos"
992,"mpw","Medical Properties Trust, Inc.",15.09,"$3.67B",2005,"Consumer Services","Real Estate Investment Trusts","NYSE",3670,-0.02,0,0,1.36,1.06,1.1,0.762828595647282,"mpw"
1558,"ups","United Parcel Service, Inc.",108.95,"$95.67B",1999,"Transportation","Trucking Freight/Courier Services","NYSE",95670,0,0,0,0.95,1.06,0.94,0.758816159076144,"ups"
624,"ge","General Electric Company",31.23,"$279.86B",2000,"Energy","Consumer Electronics/Appliances","NYSE",279860,0,0,0,0.96,0.98,0.99,0.753922456688484,"ge"
265,"cbsh","Commerce Bancshares, Inc.",49.7,"$4.8B",2000,"Finance","Major Banks","NASDAQ",4800,0.01,0,0,1.07,0.79,0.92,0.750481708688991,"cbsh"
719,"hon","Honeywell International Inc.",116.75,"$88.83B",2000,"Capital Goods","Auto Parts:O.E.M.","NYSE",88830,0,0,0,0.93,1.01,0.98,0.750017261582474,"hon"
172,"bdc","Belden Inc",73.81,"$3.11B",2000,"Basic Industries","Telecommunications Equipment","NYSE",3110,0,0,0,0.8,1.05,1,0.74041557805176,"bdc"
1043,"neu","NewMarket Corporation",432.07,"$5.12B",2000,"Basic Industries","Major Chemicals","NYSE",5120,-0.01,0,0,1.3,1.06,0.96,0.739028532739349,"neu"
1344,"shop","Shopify Inc.",41.52,"$3.07B",2015,"Technology","Computer Software: Prepackaged Software","NYSE",3070,0.02,-0.02,0.01,0.38,0.66,1.18,0.736229604677648,"shop"
263,"cbrl","Cracker Barrel Old Country Store, Inc.",157.23,"$3.76B",1981,"Consumer Services","Restaurants","NASDAQ",3760,-0.02,0,0.01,0.83,0.99,1.06,0.727388660408075,"cbrl"
505,"emn","Eastman Chemical Company",67.25,"$9.93B",2000,"Basic Industries","Major Chemicals","NYSE",9930,-0.01,0.01,0,0.94,0.94,1,0.720604820146291,"emn"
936,"mbfi","MB Financial Inc.",38.99,"$2.88B",2000,"Finance","Major Banks","NASDAQ",2880,-0.01,0,0,1.38,0.92,1.02,0.713559240857295,"mbfi"
1404,"ste","STERIS plc",70.14,"$6.04B",2000,"Health Care","Industrial Specialties","NYSE",6040,0.01,0,0,1.06,0.9,0.84,0.712171436983239,"ste"
1346,"shw","Sherwin-Williams Company (The)",285.82,"$26.36B",2000,"Consumer Services","RETAIL: Building Materials","NYSE",26360,0,0,-0.01,0.86,1.14,1.19,0.705419106141622,"shw"
1353,"six","Six Flags Entertainment Corporation New",49.87,"$4.63B",2000,"Consumer Services","Services-Misc. Amusement & Recreation","NYSE",4630,0,0,0,1,1,0.95,0.7032942087309,"six"
756,"ibn","ICICI Bank Limited",7.35,"$21.37B",2000,"Finance","Commercial Banks","NYSE",21370,0,-0.01,0.01,0.84,0.77,1.06,0.694255816862134,"ibn"
254,"cavm","Cavium, Inc.",55.27,"$3.2B",2007,"Technology","Semiconductors","NASDAQ",3200,0,0,0.01,0.72,0.77,0.93,0.693076737446448,"cavm"
1623,"wern","Werner Enterprises, Inc.",23.1,"$1.66B",1986,"Transportation","Trucking Freight/Courier Services","NASDAQ",1660,-0.02,-0.01,0.01,1.12,1.16,1,0.689070966929651,"wern"
478,"dy","Dycom Industries, Inc.",82.88,"$2.6B",2000,"Basic Industries","Water Supply","NYSE",2600,-0.01,-0.02,0,0.68,1.29,1.39,0.681864790288424,"dy"
236,"bxs","BancorpSouth, Inc.",24.42,"$2.31B",2000,"Finance","Major Banks","NYSE",2310,0.01,0.01,0,1,0.68,0.83,0.674068982153402,"bxs"
561,"fb","Facebook, Inc.",124.96,"$358.84B",2012,"Technology","Computer Software: Programming, Data Processing","NASDAQ",358840,0.01,0,0,1.11,0.86,0.84,0.673705997374227,"fb"
73,"ally","Ally Financial Inc.",19.71,"$9.53B",2014,"Finance","Finance: Consumer Services","NYSE",9530,0,0,0,1.02,0.95,0.97,0.672669712675253,"ally"
1127,"osis","OSI Systems, Inc.",67.66,"$1.28B",1997,"Technology","Semiconductors","NASDAQ",1280,-0.01,0,0.02,0.36,0.6,1.2,0.670882892922034,"osis"
1176,"phg","Koninklijke Philips N.V.",28.98,"$26.87B",2000,"Energy","Consumer Electronics/Appliances","NYSE",26870,0,0,0,0.77,0.68,1.25,0.67053512901216,"phg"
1610,"wat","Waters Corporation",158.21,"$12.75B",1995,"Capital Goods","Biotechnology: Laboratory Analytical Instruments","NYSE",12750,0,0,0,0.9,1.03,0.96,0.668795070910589,"wat"
1573,"var","Varian Medical Systems, Inc.",95.37,"$8.91B",2000,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NYSE",8910,0.01,0,0,0.64,0.74,1.1,0.66731065559862,"var"
1512,"tsra","Tessera Technologies, Inc.",33.72,"$1.64B",2003,"Technology","Semiconductors","NASDAQ",1640,0.01,0.01,0,0.69,0.82,0.85,0.66452840530538,"tsra"
1451,"tdc","Teradata Corporation",32.29,"$4.21B",2000,"Technology","Computer Manufacturing","NYSE",4210,0.02,0,0,1.11,0.83,0.7,0.660371510716742,"tdc"
964,"mgp","MGM Growth Properties LLC",25.74,"$1.48B",2016,"Consumer Services","Real Estate Investment Trusts","NYSE",1480,0.01,-0.01,0,1.1,0.84,1.03,0.659973021182345,"mgp"
949,"mdso","Medidata Solutions, Inc.",53.79,"$3.09B",2009,"Technology","Computer Software: Prepackaged Software","NASDAQ",3090,0.01,0,-0.01,1.14,1.03,0.99,0.654516027132737,"mdso"
11,"abco","The Advisory Board Company",42.06,"$1.69B",2001,"Consumer Services","Other Consumer Services","NASDAQ",1690,0,0,0,0.8,1.08,0.96,0.651352443826509,"abco"
740,"htz","Hertz Global Holdings, Inc",50.58,"$4.3B",2016,"Consumer Services","Rental/Leasing Companies","NYSE",4300,0,0,0.01,0.82,0.73,0.91,0.650258879700885,"htz"
346,"colm","Columbia Sportswear Company",56.97,"$3.97B",1998,"Consumer Non-Durables","Apparel","NASDAQ",3970,-0.01,0,0.01,1.15,0.82,0.88,0.649349610760359,"colm"
1505,"tsco","Tractor Supply Company",84.6,"$11.31B",1994,"Consumer Services","RETAIL: Building Materials","NASDAQ",11310,0,0,0,1.32,0.95,0.85,0.646555203855951,"tsco"
