"idx","tic","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange","MarketCap1","X1","X2","X3","X4","X5","X6","score","tic.y"
986,"momo","Momo Inc.",21.6,"$4.16B",2014,"Technology","Computer Software: Prepackaged Software","NASDAQ",4160,0.03,0.09,-0.01,2.33,2.3,1.81,8.78494597715188,"momo"
627,"ges","Guess?, Inc.",17.93,"$1.51B",1996,"Consumer Non-Durables","Apparel","NYSE",1510,-0.01,0.05,0.01,1.79,2.58,1.66,8.20667357589048,"ges"
952,"mdvn","Medivation, Inc.",80.35,"$13.33B",2000,"Health Care","Major Pharmaceuticals","NASDAQ",13330,0,0.06,0.01,1.3,3.24,1.91,8.07355499653499,"mdvn"
1299,"safm","Sanderson Farms, Inc.",96.94,"$2.19B",1987,"Consumer Non-Durables","Meat/Poultry/Fish","NASDAQ",2190,0,0.01,0.01,1.88,1.79,1.43,8.03185702093283,"safm"
802,"isil","Intersil Corporation",19.13,"$2.59B",2000,"Technology","Semiconductors","NASDAQ",2590,0.02,0.06,0,0.93,2.78,1.71,7.57890172790103,"isil"
1439,"syt","Syngenta AG",86.64,"$40.26B",2000,"Basic Industries","Agricultural Chemicals","NYSE",40260,0,0.03,0.01,0.98,2.04,1.4,7.51441322292137,"syt"
1244,"rax","Rackspace Hosting, Inc",31.5,"$3.96B",2008,"Technology","Computer Software: Programming, Data Processing","NYSE",3960,0.04,0.03,-0.02,9.07,2.24,1.39,7.49066586127793,"rax"
650,"gnw","Genworth Financial Inc",4.62,"$2.3B",2004,"Finance","Life Insurance","NYSE",2300,0.05,0.04,0,2.19,1.26,1.01,7.48031012361458,"gnw"
369,"crh","CRH PLC",33.24,"$27.39B",2000,"Capital Goods","Building Materials","NYSE",27390,-0.01,0.01,0.01,2.08,1.49,1.38,7.46555137661264,"crh"
945,"mdco","The Medicines Company",39.81,"$2.81B",2000,"Health Care","Major Pharmaceuticals","NASDAQ",2810,0.03,0.01,0,1.68,1.5,1.23,7.41136741954041,"mdco"
1654,"wrk","Westrock Company",48.05,"$12.08B",2015,"Consumer Durables","Containers/Packaging","NYSE",12080,0.02,0.02,0,2.28,1.34,1.07,7.34450749890112,"wrk"
858,"ks","KapStone Paper and Packaging Corporation",17.25,"$1.67B",2000,"Basic Industries","Paper","NYSE",1670,0.06,0.01,-0.01,3.5,1.6,1.24,7.10188045681723,"ks"
792,"ip","International Paper Company",48.89,"$20.1B",2000,"Basic Industries","Paper","NYSE",20100,0.01,0.01,0,2.17,1.5,1.24,7.09970315919325,"ip"
210,"bofi","BofI Holding, Inc.",22.89,"$1.45B",2005,"Finance","Savings Institutions","NASDAQ",1450,0.03,0.05,0,1.5,1.44,1.04,7.09192155705044,"bofi"
319,"clvs","Clovis Oncology, Inc.",23.15,"$891.3M",2011,"Health Care","Major Pharmaceuticals","NASDAQ",891.3,0.02,0.09,-0.01,1.36,3.14,1.85,7.03596837032038,"clvs"
954,"ment","Mentor Graphics Corporation",24.02,"$2.57B",1984,"Technology","EDP Services","NASDAQ",2570,0,0.01,0.02,0.88,1.73,1.75,6.91103276949049,"ment"
465,"drh","Diamondrock Hospitality Company",10.7,"$2.15B",2005,"Consumer Services","Real Estate Investment Trusts","NYSE",2150,0,0.01,0,2.12,1.88,1.32,6.89588343626599,"drh"
1475,"tif","Tiffany & Co.",73.56,"$9.27B",1987,"Consumer Services","Consumer Specialties","NYSE",9270,0,0.02,0,1.95,1.71,1.19,6.80733845472318,"tif"
1302,"sam","Boston Beer Company, Inc. (The)",192.05,"$2.39B",2000,"Consumer Non-Durables","Beverages (Production/Distribution)","NYSE",2390,0.01,0.01,0,1.91,1.35,1.36,6.80233886193495,"sam"
304,"cib","BanColombia S.A.",39.43,"$9.48B",2000,"Finance","Commercial Banks","NYSE",9480,0.01,0,0,1.93,1.9,1.56,6.74334190127305,"cib"
1321,"scor","comScore, Inc.",30,"$1.17B",2007,"Miscellaneous","Business Services","NASDAQ",1170,0.01,0.02,0.01,1.23,1.32,1.15,6.65569500721257,"scor"
1236,"qtwo","Q2 Holdings, Inc.",28.43,"$1.13B",2014,"Technology","Computer Software: Prepackaged Software","NYSE",1130,-0.02,0.02,0.01,4.85,1.6,1.12,6.64038389232165,"qtwo"
1151,"pbyi","Puma Biotechnology Inc",57.63,"$1.87B",2000,"Health Care","Major Pharmaceuticals","NYSE",1870,0.01,0.04,0,1.14,1.75,1.23,6.54898901515495,"pbyi"
1119,"on","ON Semiconductor Corporation",11.03,"$4.58B",2000,"Technology","Semiconductors","NASDAQ",4580,0,0.02,0,2.76,1.5,1.1,6.53927582326046,"on"
1648,"wppgy","WPP plc",117.24,"$31.17B",2000,"Technology","Advertising","NASDAQ",31170,-0.01,0.01,0,4.75,2.05,1.34,6.2734043934352,"wppgy"
228,"burl","Burlington Stores, Inc.",81.46,"$5.83B",2013,"Consumer Services","Department/Specialty Retail Stores","NYSE",5830,0.01,0.01,0,1.25,1.6,1.35,6.23636148113985,"burl"
1477,"tivo","TiVo Inc.",10.86,"$1.08B",1999,"Consumer Services","Television Services","NASDAQ",1080,-0.01,0.01,0,2,1.96,1.48,6.22418780867362,"tivo"
1391,"sqm","Sociedad Quimica y Minera S.A.",26.07,"$6.86B",1993,"Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","NYSE",6860,0,0.02,0,1.5,1.57,1.22,6.15862281597454,"sqm"
855,"kra","Kraton Performance Polymers, Inc",35.25,"$1.09B",2009,"Basic Industries","Major Chemicals","NYSE",1090,0.02,0.01,0.02,1.17,0.9,1.23,6.14139300267251,"kra"
1157,"pdce","PDC Energy, Inc.",67.49,"$3.18B",2000,"Energy","Oil & Gas Production","NASDAQ",3180,-0.01,0.02,0.01,1.03,1.78,1.23,5.95445535049496,"pdce"
94,"amtd","TD Ameritrade Holding Corporation",32.33,"$17.02B",1997,"Finance","Investment Bankers/Brokers/Service","NASDAQ",17020,0.02,0,0,2.74,1.36,1.1,5.93566431535805,"amtd"
81,"amat","Applied Materials, Inc.",29.97,"$32.64B",1972,"Technology","Semiconductors","NASDAQ",32640,0.01,0,0.01,0.99,1.4,1.57,5.91932054691234,"amat"
294,"chfc","Chemical Financial Corporation",46.2,"$1.77B",2000,"Finance","Major Banks","NASDAQ",1770,0.01,0,0,1.44,2.09,1.41,5.88715606042719,"chfc"
1071,"ntap","NetApp, Inc.",34.99,"$9.8B",1995,"Technology","Electronic Components","NASDAQ",9800,0,0.01,0.04,1,1.14,1.61,5.82698470306603,"ntap"
120,"asb","Associated Banc-Corp",19.64,"$2.95B",2000,"Finance","Major Banks","NYSE",2950,0,0,0.01,2.18,1.22,1.2,5.80199181349316,"asb"
384,"cst","CST Brands, Inc.",47.54,"$3.6B",2000,"Consumer Durables","Automotive Aftermarket","NYSE",3600,0,0,0.01,1.06,3.16,2.01,5.79438805864461,"cst"
95,"amwd","American Woodmark Corporation",85.61,"$1.39B",1986,"Basic Industries","Forest Products","NASDAQ",1390,-0.01,0.05,0,1.07,2.37,1.64,5.65432446938589,"amwd"
473,"dv","DeVry Education Group Inc.",23.48,"$1.47B",2000,"Consumer Services","Other Consumer Services","NYSE",1470,-0.01,-0.02,0.03,1.94,1.77,1.72,5.62611813088525,"dv"
1020,"mu","Micron Technology, Inc.",16.51,"$17.14B",2000,"Technology","Semiconductors","NASDAQ",17140,0.02,0,0.01,1.17,1.24,1.18,5.55050164826696,"mu"
1690,"zayo","Zayo Group Holdings, Inc.",28.49,"$6.9B",2014,"Public Utilities","Telecommunications Equipment","NYSE",6900,-0.03,0,0.01,4.96,2.08,1.53,5.48621329766451,"zayo"
576,"fhn","First Horizon National Corporation",15.14,"$3.51B",2000,"Finance","Major Banks","NYSE",3510,0.01,0,0,2.56,1.36,1.14,5.39603369439504,"fhn"
1180,"pkg","Packaging Corporation of America",79.36,"$7.48B",2000,"Consumer Durables","Containers/Packaging","NYSE",7480,0.01,0,0,2,1.42,1.14,5.36623264349824,"pkg"
1557,"unvr","Univar Inc.",20.53,"$2.83B",2015,"Consumer Durables","Specialty Chemicals","NYSE",2830,0.03,0,-0.01,2.26,1.04,1.77,5.31683078360179,"unvr"
987,"mon","Monsanto Company",107.4,"$47B",2000,"Basic Industries","Agricultural Chemicals","NYSE",47000,0,0.01,0,1.53,1.46,1.26,5.30273533273441,"mon"
154,"bac","Bank of America Corporation",15.79,"$161.13B",2000,"Finance","Major Banks","NYSE",161130,0.02,0.01,0,1.82,1.11,1.07,5.28324380535631,"bac"
65,"aldr","Alder BioPharmaceuticals, Inc.",32.4,"$1.63B",2014,"Health Care","Major Pharmaceuticals","NASDAQ",1630,0.02,0.01,-0.01,1.18,1.95,1.29,5.26768140298726,"aldr"
1598,"vrx","Valeant Pharmaceuticals International, Inc.",30.83,"$10.52B",2000,"Health Care","Major Pharmaceuticals","NYSE",10520,-0.01,0.03,0.02,0.71,1.18,1.26,5.24196423145718,"vrx"
1642,"wnc","Wabash National Corporation",14.03,"$896.78M",1991,"Capital Goods","Construction/Ag Equipment/Trucks","NYSE",896.78,-0.02,0.02,0,1.35,2.66,1.63,5.17003198693392,"wnc"
1040,"ndsn","Nordson Corporation",99.56,"$5.68B",2000,"Capital Goods","Industrial Machinery/Components","NASDAQ",5680,-0.01,0.03,0,0.79,2.42,1.6,5.16507541747397,"ndsn"
512,"ens","Enersys",69.99,"$3.04B",2004,"Consumer Non-Durables","Telecommunications Equipment","NYSE",3040,-0.03,0.01,0.01,1.44,2.83,1.73,5.093835297743,"ens"
1430,"swks","Skyworks Solutions, Inc.",74.84,"$14.03B",2000,"Technology","Semiconductors","NASDAQ",14030,0.01,0.01,0.01,1.23,1.03,1.18,5.07632709261774,"swks"
1531,"tyc","Tyco International plc",43.7,"$18.63B",2000,"Consumer Services","Other Consumer Services","NYSE",18630,-0.01,0,0.01,1.21,1.52,1.34,5.06575853975997,"tyc"
1136,"pacw","PacWest Bancorp",41.85,"$5.04B",2000,"Finance","Major Banks","NASDAQ",5040,-0.01,0,0,2.5,1.67,1.25,5.05600378484532,"pacw"
445,"dlph","Delphi Automotive plc",69.62,"$18.99B",2011,"Capital Goods","Auto Parts:O.E.M.","NYSE",18990,0.01,0.02,0,1.38,1.27,1.06,5.05349097936327,"dlph"
1017,"mtsi","MACOM Technology Solutions Holdings, Inc.",40.97,"$2.2B",2012,"Technology","Semiconductors","NASDAQ",2200,-0.01,0.02,0,1.15,1.72,1.26,5.00743088012164,"mtsi"
84,"amd","Advanced Micro Devices, Inc.",7.67,"$6.1B",2000,"Technology","Semiconductors","NASDAQ",6100,0.03,-0.01,0.01,1.24,1.09,1.22,4.9918608489617,"amd"
32,"adsk","Autodesk, Inc.",68.87,"$15.47B",2000,"Technology","Computer Software: Prepackaged Software","NASDAQ",15470,0.08,0,-0.02,4.01,1.61,1.22,4.91121385327627,"adsk"
516,"epay","Bottomline Technologies, Inc.",23.39,"$957.25M",1999,"Technology","Computer Software: Prepackaged Software","NASDAQ",957.25,0.12,0.03,-0.04,6.75,1.92,1.71,4.90210562953003,"epay"
209,"bns","Bank of Nova Scotia (The)",53,"$63.86B",2000,"Finance","Major Banks","NYSE",63860,0,0.01,0,1.61,1.38,1.19,4.86984397174266,"bns"
533,"esrx","Express Scripts Holding Company",72.31,"$45.57B",1992,"Health Care","Medical/Nursing Services","NASDAQ",45570,0.01,-0.02,0,2.01,1.75,1.28,4.82930457033934,"esrx"
1609,"wal","Western Alliance Bancorporation",37.49,"$3.94B",2005,"Finance","Major Banks","NYSE",3940,0.02,0.01,0,1.84,0.96,1.06,4.8004634745648,"wal"
563,"fbr","Fibria Celulose S.A.",6.56,"$3.63B",1997,"Basic Industries","Paper","NYSE",3630,0.01,0,0,1.55,1.45,1.16,4.76603135091987,"fbr"
1406,"stj","St. Jude Medical, Inc.",78.01,"$22.23B",2000,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NYSE",22230,0,-0.02,0,3.31,2.7,1.78,4.75179863145501,"stj"
1284,"rovi","Rovi Corporation",21.21,"$1.77B",2000,"Miscellaneous","Multi-Sector Companies","NASDAQ",1770,-0.02,0.03,0,1,1.68,1.35,4.68547262630996,"rovi"
1221,"pvh","PVH Corp.",107.58,"$8.7B",2000,"Consumer Non-Durables","Apparel","NYSE",8700,0,0,0,1.42,1.6,1.27,4.63879683842368,"pvh"
950,"mdt","Medtronic plc",86.6,"$120.78B",2000,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","NYSE",120780,0.01,0,0,1.56,1.33,1.21,4.63530630679607,"mdt"
753,"ibkc","IBERIABANK Corporation",68.32,"$2.8B",2000,"Finance","Major Banks","NASDAQ",2800,0.01,0,0,1.81,1.16,1.23,4.62907093531679,"ibkc"
658,"gpk","Graphic Packaging Holding Company",14.48,"$4.62B",2000,"Consumer Durables","Containers/Packaging","NYSE",4620,0,0.01,0,1.13,1.45,1.27,4.61820944041519,"gpk"
355,"cotv","Cotiviti Holdings, Inc.",31.23,"$2.82B",2016,"Miscellaneous","Business Services","NYSE",2820,0.02,-0.01,0.01,0.5,1.72,1.19,4.60013742968117,"cotv"
1488,"tol","Toll Brothers Inc.",30.74,"$5.1B",2000,"Capital Goods","Homebuilding","NYSE",5100,-0.02,0.03,0,0.88,2.29,1.63,4.59926677981243,"tol"
134,"avg","AVG Technologies N.V.",24.87,"$1.26B",2012,"Technology","Computer Software: Prepackaged Software","NYSE",1260,0,0,0,2.11,1.4,1.1,4.58901805529213,"avg"
1163,"pei","Pennsylvania Real Estate Investment Trust",24.66,"$1.71B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",1710,0.01,0.02,-0.01,2.27,1.22,0.99,4.58279281527367,"pei"
165,"bby","Best Buy Co., Inc.",39.48,"$12.74B",2000,"Consumer Services","Consumer Electronics/Video Chains","NYSE",12740,0,0.07,-0.01,0.78,2.37,1.6,4.57638938266496,"bby"
321,"cm","Canadian Imperial Bank of Commerce",79.92,"$31.55B",2000,"Finance","Commercial Banks","NYSE",31550,0,0.01,0,1.75,1.31,1.12,4.5732495287375,"cm"
287,"cfnl","Cardinal Financial Corporation",26.31,"$854M",1998,"Finance","Major Banks","NASDAQ",854,0,0,0,1.1,1.82,1.87,4.57000066447236,"cfnl"
527,"eric","Ericsson",7.36,"$24.18B",2000,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ",24180,-0.01,0,0,2.19,1.5,1.16,4.48202718775447,"eric"
295,"chk","Chesapeake Energy Corporation",6.4,"$4.97B",2000,"Energy","Oil & Gas Production","NYSE",4970,0.01,0.01,0.02,0.78,0.95,1.14,4.48142844057417,"chk"
470,"dsw","DSW Inc.",25.94,"$2.13B",2005,"Consumer Services","Clothing/Shoe/Accessory Stores","NYSE",2130,0,0.01,0.01,1.03,1.29,1.1,4.45482666284906,"dsw"
416,"data","Tableau Software, Inc.",59.27,"$4.46B",2013,"Technology","Computer Software: Prepackaged Software","NYSE",4460,-0.01,0.03,0,0.9,1.75,1.18,4.4542023613048,"data"
1655,"wsm","Williams-Sonoma, Inc.",52.73,"$4.7B",2000,"Consumer Services","Home Furnishings","NYSE",4700,-0.05,0.02,0.01,1.41,1.83,1.38,4.39994940088932,"wsm"
1618,"wday","Workday, Inc.",83.08,"$16.37B",2012,"Technology","EDP Services","NYSE",16370,-0.03,0.01,0,1.78,2.39,1.67,4.39364331633352,"wday"
1551,"unf","Unifirst Corporation",127.63,"$2.59B",2000,"Consumer Services","Other Consumer Services","NYSE",2590,0,0.01,0.01,0.54,1.12,1.44,4.33380894152817,"unf"
1140,"panw","Palo Alto Networks, Inc.",140.68,"$12.61B",2012,"Technology","Computer peripheral equipment","NYSE",12610,0,0.01,0.01,0.96,1.16,1.17,4.2445766601515,"panw"
638,"gk","G&K Services, Inc.",97.39,"$1.92B",2000,"Consumer Services","Other Consumer Services","NASDAQ",1920,0,0,0.03,0.87,0.96,2.04,4.22892415231954,"gk"
21,"acia","Acacia Communications, Inc.",107.86,"$3.86B",2016,"Technology","Semiconductors","NASDAQ",3860,0.06,-0.04,0.01,1.64,1.18,1.36,4.2019323245208,"acia"
993,"mpwr","Monolithic Power Systems, Inc.",76.69,"$3.11B",2004,"Technology","Semiconductors","NASDAQ",3110,0.02,0,0,1.85,1.06,1.03,4.19026936153173,"mpwr"
547,"ewbc","East West Bancorp, Inc.",35.56,"$5.12B",2000,"Finance","Major Banks","NASDAQ",5120,0.01,0.01,0,1.33,1.17,1.13,4.16789267641534,"ewbc"
872,"lci","Lannett Co Inc",34.23,"$1.26B",2000,"Health Care","Major Pharmaceuticals","NYSE",1260,-0.02,0.05,-0.01,1.37,2.73,1.69,4.16117250478434,"lci"
969,"mik","The Michaels Companies, Inc.",25.02,"$5.2B",2014,"Consumer Services","Recreational Products/Toys","NASDAQ",5200,0,0,0,1.8,1.42,1.1,4.11026513297201,"mik"
312,"clc","CLARCOR Inc.",65.29,"$3.18B",2000,"Capital Goods","Auto Parts:O.E.M.","NYSE",3180,-0.01,0.01,0,1.5,1.45,1.17,4.08305825334718,"clc"
463,"dpz","Domino&#39;s Pizza Inc",148.35,"$7.16B",2004,"Consumer Non-Durables","Food Distributors","NYSE",7160,-0.01,0.01,0,1.48,1.34,1.25,4.06894898377665,"dpz"
1053,"nke","Nike, Inc.",59,"$98.98B",2000,"Consumer Non-Durables","Shoe Manufacturing","NYSE",98980,0,0,0.01,1.28,1.2,1.15,4.03316328783425,"nke"
923,"lyg","Lloyds Banking Group Plc",3.09,"$55.2B",2000,"Finance","Commercial Banks","NYSE",55200,-0.01,0.02,0.01,1.08,1.23,1,3.97645485696655,"lyg"
150,"azo","AutoZone, Inc.",753.47,"$22.03B",2000,"Consumer Services","Other Specialty Stores","NYSE",22030,-0.03,-0.01,0.01,2.4,1.51,1.25,3.96969488986495,"azo"
698,"hei","Heico Corporation",69.07,"$4.63B",2000,"Capital Goods","Aerospace","NYSE",4630,-0.04,-0.01,0.01,2.64,1.97,1.47,3.95847786877082,"hei"
184,"bhp","BHP Billiton Limited",32.09,"$51.53B",2000,"Basic Industries","Precious Metals","NYSE",51530,-0.01,0,0.01,2,1.09,1.09,3.9469738664091,"bhp"
128,"atr","AptarGroup, Inc.",78.47,"$4.94B",2000,"Consumer Non-Durables","Plastic Products","NYSE",4940,0.01,0,0,1.81,1.19,1.06,3.94383871937763,"atr"
1547,"ulta","Ulta Salon, Cosmetics & Fragrance, Inc.",254.85,"$15.92B",2007,"Consumer Services","Other Specialty Stores","NASDAQ",15920,-0.06,0,0.02,5.96,2.37,1.64,3.94350530429363,"ulta"
1537,"ubsi","United Bankshares, Inc.",38.78,"$2.96B",2000,"Finance","Major Banks","NASDAQ",2960,0,0,0,1.19,1.3,1.69,3.93685842371619,"ubsi"
1358,"slab","Silicon Laboratories, Inc.",57.51,"$2.39B",2000,"Technology","Semiconductors","NASDAQ",2390,0,0.01,0,1.27,1.33,1.15,3.93503001958066,"slab"
1011,"mtd","Mettler-Toledo International, Inc.",409.45,"$10.85B",1997,"Capital Goods","Biotechnology: Laboratory Analytical Instruments","NYSE",10850,0.01,0,0,2.24,1.08,1.01,3.91904522052815,"mtd"
425,"de","Deere & Company",86.74,"$27.26B",2000,"Capital Goods","Industrial Machinery/Components","NYSE",27260,-0.01,0,0.02,0.75,1.15,1.51,3.89387759897073,"de"
1374,"snps","Synopsys, Inc.",59.14,"$8.95B",1992,"Technology","Computer Software: Prepackaged Software","NASDAQ",8950,0.01,0,0.01,0.98,1,1.21,3.87803338867218,"snps"
1409,"stm","STMicroelectronics N.V.",7.6,"$6.71B",2000,"Technology","Semiconductors","NYSE",6710,-0.01,0,0,2.36,1.29,1.17,3.86727180377157,"stm"
720,"hope","Hope Bancorp, Inc.",16.85,"$1.34B",2000,"Finance","Major Banks","NASDAQ",1340,-0.01,0.01,0.01,1,1.23,1.18,3.85746612853292,"hope"
1328,"seic","SEI Investments Company",45.98,"$7.42B",1981,"Finance","Investment Bankers/Brokers/Service","NASDAQ",7420,0,0,0,2.12,1.19,1.08,3.85415837133914,"seic"
301,"chs","Chico&#39;s FAS, Inc.",11.74,"$1.56B",2000,"Consumer Services","Clothing/Shoe/Accessory Stores","NYSE",1560,0,0,0,1.5,1.46,1.12,3.80361938220906,"chs"
537,"etfc","E*TRADE Financial Corporation",26.05,"$7.13B",2000,"Finance","Savings Institutions","NASDAQ",7130,0.02,0,-0.01,2.16,1.21,1.02,3.80264338691886,"etfc"
801,"isbc","Investors Bancorp, Inc.",11.95,"$3.71B",2000,"Finance","Major Banks","NASDAQ",3710,0.01,0.01,0,1.07,1.08,1.2,3.75148358737083,"isbc"
1348,"simo","Silicon Motion Technology Corporation",50.62,"$1.77B",2005,"Technology","Semiconductors","NASDAQ",1770,0.04,-0.03,-0.01,2.36,1.61,1.21,3.74563030680839,"simo"
1556,"unt","Unit Corporation",17.2,"$885.86M",2000,"Energy","Oil & Gas Production","NYSE",885.86,0.01,-0.01,0.02,1.18,1.07,1.09,3.71921754733376,"unt"
1459,"tel","TE Connectivity Ltd.",63.54,"$22.59B",2000,"Consumer Non-Durables","Electronic Components","NYSE",22590,0,0,0.01,1.14,1.2,1.13,3.69682044161461,"tel"
314,"clgx","CoreLogic, Inc.",40.82,"$3.6B",2000,"Technology","EDP Services","NYSE",3600,0.01,0.01,0,1.5,1.04,1.05,3.6891116019504,"clgx"
725,"hpq","HP Inc.",14.39,"$24.62B",2000,"Technology","Computer Manufacturing","NYSE",24620,0,0,0,1.19,1.51,1.16,3.6026766067184,"hpq"
1171,"pg","Procter & Gamble Company (The)",87.58,"$233.73B",2000,"Basic Industries","Package Goods/Cosmetics","NYSE",233730,0,0,0,2.15,1.15,1.05,3.59961944760338,"pg"
1530,"txt","Textron Inc.",40.94,"$11.03B",2000,"Capital Goods","Aerospace","NYSE",11030,0,0,0,1.08,1.46,1.23,3.57419656579142,"txt"
1158,"pdco","Patterson Companies, Inc.",46.19,"$4.58B",1992,"Health Care","Medical Specialities","NASDAQ",4580,0,0,0,1.29,1.43,1.17,3.57160488763221,"pdco"
82,"amba","Ambarella, Inc.",68.98,"$2.27B",2012,"Technology","Semiconductors","NASDAQ",2270,0.01,0.02,-0.01,1.11,1.18,1.18,3.55462439467859,"amba"
266,"cbt","Cabot Corporation",50.18,"$3.13B",2000,"Basic Industries","Major Chemicals","NYSE",3130,0,0,0.01,1.29,1.11,1.1,3.53822014869416,"cbt"
327,"cmg","Chipotle Mexican Grill, Inc.",418.75,"$12.19B",2006,"Consumer Services","Restaurants","NYSE",12190,0.01,0.02,-0.01,1.15,1.21,1.14,3.53545398215504,"cmg"
349,"coo","Cooper Companies, Inc. (The)",183.92,"$8.91B",2000,"Health Care","Ophthalmic Goods","NYSE",8910,0,0,0,1.24,1.27,1.29,3.53122354014259,"coo"
702,"hhc","Howard Hughes Corporation (The)",117.76,"$4.69B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",4690,0.01,0,0,1.55,1.11,1.12,3.51302830563532,"hhc"
1259,"rga","Reinsurance Group of America, Incorporated",104.61,"$6.7B",2000,"Finance","Life Insurance","NYSE",6700,0,0.01,0,1.96,1.14,0.92,3.48821991265606,"rga"
937,"mbly","Mobileye N.V.",47.77,"$10.45B",2014,"Technology","Computer Software: Prepackaged Software","NYSE",10450,-0.01,0.01,0,0.99,1.54,1.17,3.47504657055679,"mbly"
1607,"wab","Westinghouse Air Brake Technologies Corporation",75.38,"$6.79B",2000,"Capital Goods","Railroads","NYSE",6790,0,0.01,0,1.09,1.37,1.09,3.47118915286811,"wab"
1294,"ry","Royal Bank Of Canada",62.76,"$93.2B",2000,"Finance","Commercial Banks","NYSE",93200,0,0,0,1.19,1.44,1.17,3.42833091881199,"ry"
316,"cli","Mack-Cali Realty Corporation",27.45,"$2.46B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",2460,-0.02,0.01,0.01,1.46,1.14,1.13,3.42574884704661,"cli"
1559,"urbn","Urban Outfitters, Inc.",37.22,"$4.36B",1993,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ",4360,0.01,-0.01,0.04,0.72,0.81,1.48,3.41335800851467,"urbn"
204,"bmo","Bank Of Montreal",66.78,"$43.06B",2000,"Finance","Commercial Banks","NYSE",43060,0,0.01,0,1.03,1.37,1.1,3.41220923044739,"bmo"
731,"hrl","Hormel Foods Corporation",37.92,"$20.09B",2000,"Consumer Non-Durables","Meat/Poultry/Fish","NYSE",20090,-0.01,0,0.01,0.94,1.09,1.39,3.41062722334939,"hrl"
817,"jci","Johnson Controls, Inc.",43.89,"$27.99B",2000,"Consumer Durables","Industrial Specialties","NYSE",27990,0,-0.01,0,0.89,1.82,1.43,3.39839570813509,"jci"
914,"lulu","lululemon athletica inc.",78.19,"$9.94B",2007,"Consumer Non-Durables","Apparel","NASDAQ",9940,-0.03,0,0.01,2.43,1.29,1.1,3.39440327574192,"lulu"
665,"gra","W.R. Grace & Co.",78.41,"$5.51B",2000,"Basic Industries","Major Chemicals","NYSE",5510,0,0.01,0.01,0.65,1.12,1.13,3.39364008469981,"gra"
998,"mrvl","Marvell Technology Group Ltd.",12.27,"$6.27B",2000,"Technology","Semiconductors","NASDAQ",6270,0.01,0,0.01,1.1,1.04,1.03,3.38807801314033,"mrvl"
244,"caci","CACI International, Inc.",98.69,"$2.4B",2000,"Technology","EDP Services","NYSE",2400,0,0,0.01,0.65,1.01,1.53,3.37530956903014,"caci"
277,"cdns","Cadence Design Systems, Inc.",25.57,"$7.48B",2000,"Technology","Computer Software: Prepackaged Software","NASDAQ",7480,0.01,0.01,0,1.1,1.08,1.1,3.34531152732872,"cdns"
776,"incy","Incyte Corporation",81.04,"$15.24B",2000,"Health Care","Biotechnology: Commercial Physical & Biological Resarch","NASDAQ",15240,0.01,0.02,-0.01,0.62,1.41,1.16,3.33025044855186,"incy"
607,"fr","First Industrial Realty Trust, Inc.",28.28,"$3.3B",1994,"Consumer Services","Real Estate Investment Trusts","NYSE",3300,-0.01,0,0,1.95,1.23,1.16,3.32675166540739,"fr"
1275,"rmd","ResMed Inc.",69.03,"$9.71B",2000,"Health Care","Medical/Dental Instruments","NYSE",9710,0.01,-0.01,0,1.09,1.43,1.21,3.3239770137381,"rmd"
1301,"saic","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",63.79,"$2.86B",2000,"Technology","EDP Services","NYSE",2860,0.01,0.01,0,0.9,1.18,1.1,3.31042627316056,"saic"
100,"anf","Abercrombie & Fitch Company",22.62,"$1.53B",2000,"Consumer Services","Clothing/Shoe/Accessory Stores","NYSE",1530,0,0,0,1.78,1.16,1.11,3.30327421096808,"anf"
15,"abt","Abbott Laboratories",42.98,"$63.18B",2000,"Health Care","Major Pharmaceuticals","NYSE",63180,0,-0.01,-0.01,1.88,1.59,1.26,3.29775569458414,"abt"
434,"dgx","Quest Diagnostics Incorporated",82.98,"$11.54B",2000,"Health Care","Medical Specialities","NYSE",11540,0,-0.01,0,1.62,1.43,1.16,3.29769251413609,"dgx"
997,"mro","Marathon Oil Corporation",15.95,"$13.51B",2000,"Energy","Oil & Gas Production","NYSE",13510,0,-0.01,0.02,0.9,1.17,1.19,3.28007118959022,"mro"
1089,"nws","News Corporation",14.34,"$8.32B",2000,"Consumer Services","Newspapers/Magazines","NASDAQ",8320,0.01,0,0,1.09,1.2,1.18,3.2675374857631,"nws"
390,"ctlt","Catalent, Inc.",25,"$3.12B",2014,"Health Care","Major Pharmaceuticals","NYSE",3120,0,0,0,1.41,1.28,1.16,3.26355636109495,"ctlt"
1243,"rare","Ultragenyx Pharmaceutical Inc.",65.5,"$2.58B",2014,"Health Care","Major Pharmaceuticals","NASDAQ",2580,0.04,-0.01,-0.01,1.32,1.45,1.13,3.26283569505592,"rare"
